sample_id,day,channel,batch_id,operator,pressure_group,true_pressure_mmhg,true_flow_lmin,channel_pressure_bias,channel_flow_bias,drift_pressure,drift_flow,ext_pressure_mmhg,eol_pressure_mmhg,ext_flow_lmin,eol_flow_lmin,reference_decision,eol_decision,false_pass,false_fail,pressure_bias,flow_bias
S348,8,1,B08,Op_B,good,60.22,0.117,0.0,0.0,-0.25,0.01,59.81,59.65,0.12,0.132,Pass,Pass,0,0,-0.16,0.012
S349,8,2,B08,Op_A,borderline,54.48,0.151,0.25,-0.01,-0.25,0.01,54.48,54.49,0.161,0.187,Pass,Pass,0,0,0.01,0.026
S350,8,2,B08,Op_C,failed,49.64,0.205,0.25,-0.01,-0.25,0.01,49.78,49.58,0.183,0.215,Fail,Fail,0,0,-0.2,0.032
S351,8,2,B08,Op_C,borderline,54.24,0.125,0.25,-0.01,-0.25,0.01,54.33,55.26,0.107,0.124,Pass,Pass,0,0,0.93,0.017
S352,8,2,B08,Op_A,borderline,54.1,0.159,0.25,-0.01,-0.25,0.01,54.47,54.94,0.176,0.134,Pass,Pass,0,0,0.47,-0.042
S353,8,2,B08,Op_C,good,63.1,0.069,0.25,-0.01,-0.25,0.01,62.59,63.62,0.074,0.102,Pass,Pass,0,0,1.03,0.028
S354,8,2,B08,Op_A,borderline,54.48,0.141,0.25,-0.01,-0.25,0.01,54.19,53.85,0.149,0.154,Pass,Fail,0,1,-0.34,0.005
S355,8,2,B08,Op_A,good,60.29,0.123,0.25,-0.01,-0.25,0.01,60.51,60.52,0.109,0.102,Pass,Pass,0,0,0.01,-0.007
S356,8,2,B08,Op_C,good,62.17,0.056,0.25,-0.01,-0.25,0.01,61.92,62.54,0.041,0.083,Pass,Pass,0,0,0.62,0.042
S357,8,2,B08,Op_A,good,58.19,0.152,0.25,-0.01,-0.25,0.01,58.27,57.74,0.167,0.169,Pass,Pass,0,0,-0.53,0.002
S358,8,2,B08,Op_C,borderline,54.54,0.128,0.25,-0.01,-0.25,0.01,53.69,53.97,0.144,0.104,Fail,Fail,0,0,0.28,-0.04
S359,8,2,B08,Op_B,good,59.1,0.115,0.25,-0.01,-0.25,0.01,60.05,60.21,0.099,0.112,Pass,Pass,0,0,0.16,0.013
S360,8,2,B08,Op_A,good,59.37,0.063,0.25,-0.01,-0.25,0.01,59.28,59.17,0.044,0.048,Pass,Pass,0,0,-0.11,0.004
S361,8,3,B08,Op_B,borderline,54.32,0.164,-0.35,0.015,-0.25,0.01,54.74,54.77,0.162,0.268,Pass,Pass,0,0,0.03,0.106
S362,8,3,B08,Op_C,good,58.4,0.155,-0.35,0.015,-0.25,0.01,58.28,58.45,0.143,0.196,Pass,Pass,0,0,0.17,0.053
S363,8,3,B08,Op_B,borderline,54.7,0.124,-0.35,0.015,-0.25,0.01,54.85,54.37,0.112,0.155,Pass,Pass,0,0,-0.48,0.043
S364,8,3,B08,Op_B,good,57.91,0.082,-0.35,0.015,-0.25,0.01,58.43,57.6,0.063,0.121,Pass,Pass,0,0,-0.83,0.058
S365,8,3,B08,Op_C,good,60.98,0.101,-0.35,0.015,-0.25,0.01,61.39,59.47,0.094,0.167,Pass,Pass,0,0,-1.92,0.073
S366,8,3,B08,Op_B,borderline,55.12,0.18,-0.35,0.015,-0.25,0.01,55.05,54.65,0.163,0.202,Pass,Pass,0,0,-0.4,0.039
S367,8,3,B08,Op_B,good,58.76,0.066,-0.35,0.015,-0.25,0.01,58.71,59.08,0.05,0.073,Pass,Pass,0,0,0.37,0.023
S368,8,3,B08,Op_C,good,58.83,0.076,-0.35,0.015,-0.25,0.01,59.18,58.67,0.08,0.126,Pass,Pass,0,0,-0.51,0.046
S369,8,3,B08,Op_B,good,59.91,0.087,-0.35,0.015,-0.25,0.01,60.73,59.41,0.086,0.107,Pass,Pass,0,0,-1.32,0.021
S370,8,3,B08,Op_C,good,58.3,0.088,-0.35,0.015,-0.25,0.01,58.37,58.81,0.095,0.081,Pass,Pass,0,0,0.44,-0.014
S371,8,3,B08,Op_B,failed,53.22,0.126,-0.35,0.015,-0.25,0.01,53.9,52.5,0.101,0.113,Fail,Fail,0,0,-1.4,0.012
S372,8,3,B08,Op_C,good,60.04,0.05,-0.35,0.015,-0.25,0.01,59.96,59.04,0.05,0.121,Pass,Pass,0,0,-0.92,0.071
S373,8,4,B08,Op_C,failed,51.09,0.184,0.1,0.02,-0.25,0.01,51.42,51.04,0.215,0.218,Fail,Fail,0,0,-0.38,0.003
S374,8,4,B08,Op_B,good,60.52,0.106,0.1,0.02,-0.25,0.01,60.91,60.87,0.1,0.118,Pass,Pass,0,0,-0.04,0.018
S375,8,4,B08,Op_B,borderline,53.92,0.095,0.1,0.02,-0.25,0.01,53.78,52.65,0.107,0.118,Fail,Fail,0,0,-1.13,0.011
S376,8,4,B08,Op_B,borderline,55.59,0.177,0.1,0.02,-0.25,0.01,55.33,55.63,0.189,0.231,Pass,Pass,0,0,0.3,0.042
S377,8,4,B08,Op_A,borderline,54.61,0.191,0.1,0.02,-0.25,0.01,55.01,54.99,0.204,0.212,Pass,Pass,0,0,-0.02,0.008
S378,8,4,B08,Op_A,good,60.93,0.07,0.1,0.02,-0.25,0.01,60.74,60.6,0.072,0.057,Pass,Pass,0,0,-0.14,-0.015
S379,8,4,B08,Op_A,good,59.2,0.141,0.1,0.02,-0.25,0.01,58.89,59.77,0.149,0.181,Pass,Pass,0,0,0.88,0.032
S380,8,4,B08,Op_C,good,61.48,0.072,0.1,0.02,-0.25,0.01,61.24,61.75,0.082,0.138,Pass,Pass,0,0,0.51,0.056
S381,8,4,B08,Op_B,failed,51.1,0.172,0.1,0.02,-0.25,0.01,50.91,52.34,0.182,0.236,Fail,Fail,0,0,1.43,0.054
S382,8,4,B08,Op_C,failed,53.77,0.122,0.1,0.02,-0.25,0.01,54.07,53.13,0.105,0.135,Pass,Fail,0,1,-0.94,0.03
S383,8,4,B08,Op_A,failed,49.95,0.242,0.1,0.02,-0.25,0.01,50.13,50.34,0.216,0.31,Fail,Fail,0,0,0.21,0.094
S384,8,4,B08,Op_B,good,59.81,0.093,0.1,0.02,-0.25,0.01,60.06,59.0,0.07,0.129,Pass,Pass,0,0,-1.06,0.059
S385,9,1,B09,Op_C,borderline,53.47,0.153,0.0,0.0,-0.5,0.02,53.62,51.92,0.149,0.21,Fail,Fail,0,0,-1.7,0.061
S386,9,1,B09,Op_B,failed,49.71,0.157,0.0,0.0,-0.5,0.02,49.5,47.89,0.166,0.194,Fail,Fail,0,0,-1.61,0.028
S387,9,1,B09,Op_C,good,60.43,0.153,0.0,0.0,-0.5,0.02,60.67,60.28,0.136,0.127,Pass,Pass,0,0,-0.39,-0.009
S388,9,1,B09,Op_B,good,61.19,0.148,0.0,0.0,-0.5,0.02,61.6,60.81,0.162,0.22,Pass,Pass,0,0,-0.79,0.058
S389,9,1,B09,Op_A,borderline,57.47,0.168,0.0,0.0,-0.5,0.02,57.67,56.66,0.16,0.19,Pass,Pass,0,0,-1.01,0.03
S390,9,1,B09,Op_A,borderline,54.4,0.171,0.0,0.0,-0.5,0.02,54.56,52.75,0.164,0.208,Pass,Fail,0,1,-1.81,0.044
S391,9,1,B09,Op_B,failed,49.1,0.163,0.0,0.0,-0.5,0.02,48.83,48.15,0.15,0.143,Fail,Fail,0,0,-0.68,-0.007
S392,9,1,B09,Op_C,good,60.63,0.12,0.0,0.0,-0.5,0.02,60.7,60.13,0.092,0.155,Pass,Pass,0,0,-0.57,0.063
S393,9,1,B09,Op_A,borderline,53.37,0.15,0.0,0.0,-0.5,0.02,53.08,53.39,0.153,0.203,Fail,Fail,0,0,0.31,0.05
S394,9,1,B09,Op_A,good,60.35,0.137,0.0,0.0,-0.5,0.02,60.34,59.84,0.163,0.215,Pass,Pass,0,0,-0.5,0.052
S395,9,1,B09,Op_A,good,58.75,0.143,0.0,0.0,-0.5,0.02,58.18,58.41,0.142,0.205,Pass,Pass,0,0,0.23,0.063
S396,9,1,B09,Op_B,good,59.82,0.082,0.0,0.0,-0.5,0.02,59.25,59.08,0.054,0.119,Pass,Pass,0,0,-0.17,0.065
S397,9,2,B09,Op_B,failed,52.14,0.187,0.25,-0.01,-0.5,0.02,52.07,53.03,0.199,0.151,Fail,Fail,0,0,0.96,-0.048
S398,9,2,B09,Op_C,borderline,54.39,0.163,0.25,-0.01,-0.5,0.02,54.2,53.48,0.139,0.177,Pass,Fail,0,1,-0.72,0.038
S399,9,2,B09,Op_C,borderline,55.43,0.051,0.25,-0.01,-0.5,0.02,55.47,54.73,0.033,0.043,Pass,Pass,0,0,-0.74,0.01
S400,9,2,B09,Op_C,good,60.81,0.118,0.25,-0.01,-0.5,0.02,60.76,60.24,0.114,0.135,Pass,Pass,0,0,-0.52,0.021
S401,9,2,B09,Op_B,failed,47.7,0.179,0.25,-0.01,-0.5,0.02,47.71,47.8,0.181,0.153,Fail,Fail,0,0,0.09,-0.028
S402,9,2,B09,Op_B,good,58.15,0.087,0.25,-0.01,-0.5,0.02,58.36,57.22,0.072,0.091,Pass,Pass,0,0,-1.14,0.019
S403,9,2,B09,Op_C,failed,48.16,0.164,0.25,-0.01,-0.5,0.02,48.0,48.0,0.16,0.158,Fail,Fail,0,0,0.0,-0.002
S404,9,2,B09,Op_C,good,62.5,0.077,0.25,-0.01,-0.5,0.02,62.42,62.36,0.088,0.071,Pass,Pass,0,0,-0.06,-0.017
S405,9,2,B09,Op_B,good,59.34,0.119,0.25,-0.01,-0.5,0.02,59.85,58.64,0.132,0.113,Pass,Pass,0,0,-1.21,-0.019
S406,9,2,B09,Op_C,good,62.17,0.05,0.25,-0.01,-0.5,0.02,62.17,62.13,0.069,0.056,Pass,Pass,0,0,-0.04,-0.013
S407,9,2,B09,Op_A,good,57.05,0.128,0.25,-0.01,-0.5,0.02,56.99,56.14,0.157,0.147,Pass,Pass,0,0,-0.85,-0.01
S408,9,2,B09,Op_B,borderline,53.93,0.163,0.25,-0.01,-0.5,0.02,53.96,52.95,0.175,0.098,Fail,Fail,0,0,-1.01,-0.077
S409,9,3,B09,Op_C,borderline,55.3,0.191,-0.35,0.015,-0.5,0.02,55.24,54.51,0.188,0.155,Pass,Pass,0,0,-0.73,-0.033
S410,9,3,B09,Op_B,good,59.77,0.069,-0.35,0.015,-0.5,0.02,59.52,57.84,0.082,0.094,Pass,Pass,0,0,-1.68,0.012
S411,9,3,B09,Op_A,failed,51.3,0.155,-0.35,0.015,-0.5,0.02,50.95,49.06,0.162,0.184,Fail,Fail,0,0,-1.89,0.022
S412,9,3,B09,Op_B,good,57.62,0.126,-0.35,0.015,-0.5,0.02,57.35,57.12,0.134,0.167,Pass,Pass,0,0,-0.23,0.033
S413,9,3,B09,Op_B,borderline,55.88,0.165,-0.35,0.015,-0.5,0.02,56.19,55.71,0.168,0.178,Pass,Pass,0,0,-0.48,0.01
S414,9,3,B09,Op_B,failed,51.67,0.153,-0.35,0.015,-0.5,0.02,51.45,50.52,0.139,0.188,Fail,Fail,0,0,-0.93,0.049
S415,9,3,B09,Op_B,borderline,54.9,0.174,-0.35,0.015,-0.5,0.02,54.85,53.62,0.159,0.213,Pass,Fail,0,1,-1.23,0.054
S416,9,3,B09,Op_A,good,58.47,0.053,-0.35,0.015,-0.5,0.02,58.72,58.27,0.052,0.066,Pass,Pass,0,0,-0.45,0.014
S417,9,3,B09,Op_B,failed,50.99,0.13,-0.35,0.015,-0.5,0.02,50.89,49.4,0.132,0.195,Fail,Fail,0,0,-1.49,0.063
S418,9,3,B09,Op_B,borderline,54.21,0.154,-0.35,0.015,-0.5,0.02,54.43,52.47,0.144,0.194,Pass,Fail,0,1,-1.96,0.05
S419,9,3,B09,Op_C,good,57.02,0.08,-0.35,0.015,-0.5,0.02,56.48,56.63,0.086,0.131,Pass,Pass,0,0,0.15,0.045
S420,9,3,B09,Op_B,good,59.42,0.069,-0.35,0.015,-0.5,0.02,59.37,58.58,0.1,0.106,Pass,Pass,0,0,-0.79,0.006
S421,9,4,B09,Op_C,borderline,54.34,0.127,0.1,0.02,-0.5,0.02,54.37,54.63,0.101,0.23,Pass,Pass,0,0,0.26,0.129
S422,9,4,B09,Op_A,borderline,55.56,0.156,0.1,0.02,-0.5,0.02,55.57,53.77,0.165,0.214,Pass,Fail,0,1,-1.8,0.049
S423,9,4,B09,Op_A,borderline,52.27,0.101,0.1,0.02,-0.5,0.02,51.69,50.96,0.1,0.126,Fail,Fail,0,0,-0.73,0.026
S424,9,4,B09,Op_A,failed,50.85,0.174,0.1,0.02,-0.5,0.02,51.27,50.46,0.181,0.239,Fail,Fail,0,0,-0.81,0.058
S425,9,4,B09,Op_A,borderline,53.34,0.181,0.1,0.02,-0.5,0.02,53.04,53.21,0.175,0.172,Fail,Fail,0,0,0.17,-0.003
S426,9,4,B09,Op_C,good,59.98,0.094,0.1,0.02,-0.5,0.02,60.1,60.13,0.092,0.138,Pass,Pass,0,0,0.03,0.046
S427,9,4,B09,Op_B,good,60.06,0.088,0.1,0.02,-0.5,0.02,60.06,59.77,0.09,0.138,Pass,Pass,0,0,-0.29,0.048
S428,9,4,B09,Op_A,good,59.37,0.117,0.1,0.02,-0.5,0.02,59.72,59.08,0.112,0.161,Pass,Pass,0,0,-0.64,0.049
S429,9,4,B09,Op_B,borderline,55.31,0.129,0.1,0.02,-0.5,0.02,56.08,54.66,0.106,0.159,Pass,Pass,0,0,-1.42,0.053
S430,9,4,B09,Op_C,good,57.63,0.159,0.1,0.02,-0.5,0.02,57.18,58.26,0.155,0.169,Pass,Pass,0,0,1.08,0.014
S431,9,4,B09,Op_C,borderline,55.61,0.1,0.1,0.02,-0.5,0.02,55.38,54.49,0.079,0.116,Pass,Pass,0,0,-0.89,0.037
S432,9,4,B09,Op_C,borderline,53.79,0.145,0.1,0.02,-0.5,0.02,53.86,53.62,0.155,0.188,Fail,Fail,0,0,-0.24,0.033
S433,10,1,B10,Op_A,failed,48.17,0.195,0.0,0.0,-0.75,0.03,47.78,46.78,0.167,0.192,Fail,Fail,0,0,-1.0,0.025
S434,10,1,B10,Op_B,good,59.09,0.095,0.0,0.0,-0.75,0.03,59.36,58.69,0.11,0.178,Pass,Pass,0,0,-0.67,0.068
S435,10,1,B10,Op_B,failed,47.36,0.109,0.0,0.0,-0.75,0.03,47.66,45.94,0.115,0.06,Fail,Fail,0,0,-1.72,-0.055
S436,10,1,B10,Op_B,good,59.88,0.096,0.0,0.0,-0.75,0.03,60.08,59.61,0.103,0.116,Pass,Pass,0,0,-0.47,0.013
S437,10,1,B10,Op_C,failed,50.11,0.201,0.0,0.0,-0.75,0.03,50.19,49.43,0.169,0.234,Fail,Fail,0,0,-0.76,0.065
S438,10,1,B10,Op_A,good,61.35,0.113,0.0,0.0,-0.75,0.03,61.83,61.73,0.108,0.158,Pass,Pass,0,0,-0.1,0.05
S439,10,1,B10,Op_C,good,60.47,0.107,0.0,0.0,-0.75,0.03,60.07,59.54,0.124,0.11,Pass,Pass,0,0,-0.53,-0.014
S440,10,1,B10,Op_C,borderline,53.11,0.119,0.0,0.0,-0.75,0.03,53.13,52.64,0.111,0.183,Fail,Fail,0,0,-0.49,0.072
S441,10,1,B10,Op_B,good,58.24,0.125,0.0,0.0,-0.75,0.03,57.98,56.98,0.109,0.113,Pass,Pass,0,0,-1.0,0.004
S442,10,1,B10,Op_C,good,60.28,0.081,0.0,0.0,-0.75,0.03,60.59,59.34,0.071,0.094,Pass,Pass,0,0,-1.25,0.023
S443,10,1,B10,Op_B,borderline,55.35,0.145,0.0,0.0,-0.75,0.03,54.71,54.67,0.144,0.194,Pass,Pass,0,0,-0.04,0.05
S444,10,1,B10,Op_A,borderline,55.72,0.136,0.0,0.0,-0.75,0.03,55.71,53.98,0.123,0.197,Pass,Fail,0,1,-1.73,0.074
S445,10,2,B10,Op_B,borderline,55.71,0.103,0.25,-0.01,-0.75,0.03,55.83,54.29,0.122,0.081,Pass,Pass,0,0,-1.54,-0.041
S446,10,2,B10,Op_A,borderline,54.41,0.115,0.25,-0.01,-0.75,0.03,54.08,54.3,0.114,0.214,Pass,Pass,0,0,0.22,0.1
S447,10,2,B10,Op_B,borderline,54.86,0.149,0.25,-0.01,-0.75,0.03,54.64,54.27,0.141,0.142,Pass,Pass,0,0,-0.37,0.001
S448,10,2,B10,Op_C,good,61.45,0.082,0.25,-0.01,-0.75,0.03,61.46,60.56,0.062,0.063,Pass,Pass,0,0,-0.9,0.001
S449,10,2,B10,Op_C,good,59.05,0.082,0.25,-0.01,-0.75,0.03,59.38,58.07,0.089,0.117,Pass,Pass,0,0,-1.31,0.028
S450,10,2,B10,Op_A,good,60.07,0.072,0.25,-0.01,-0.75,0.03,59.71,59.12,0.079,0.082,Pass,Pass,0,0,-0.59,0.003
S451,10,2,B10,Op_A,failed,50.01,0.166,0.25,-0.01,-0.75,0.03,49.71,49.58,0.154,0.171,Fail,Fail,0,0,-0.13,0.017
S452,10,2,B10,Op_A,borderline,53.95,0.192,0.25,-0.01,-0.75,0.03,54.34,53.74,0.158,0.23,Pass,Fail,0,1,-0.6,0.072
S453,10,2,B10,Op_B,good,59.57,0.087,0.25,-0.01,-0.75,0.03,59.47,57.71,0.093,0.061,Pass,Pass,0,0,-1.76,-0.032
S454,10,2,B10,Op_B,good,58.47,0.111,0.25,-0.01,-0.75,0.03,58.2,58.89,0.108,0.08,Pass,Pass,0,0,0.69,-0.028
S455,10,2,B10,Op_A,failed,50.3,0.176,0.25,-0.01,-0.75,0.03,50.56,50.67,0.181,0.178,Fail,Fail,0,0,0.11,-0.003
S456,10,2,B10,Op_C,good,57.95,0.081,0.25,-0.01,-0.75,0.03,57.78,55.94,0.11,0.133,Pass,Pass,0,0,-1.84,0.023
S457,10,3,B10,Op_B,borderline,54.31,0.09,-0.35,0.015,-0.75,0.03,54.67,53.92,0.09,0.118,Pass,Fail,0,1,-0.75,0.028
S458,10,3,B10,Op_B,borderline,54.95,0.107,-0.35,0.015,-0.75,0.03,54.72,54.54,0.099,0.2,Pass,Pass,0,0,-0.18,0.101
S459,10,3,B10,Op_B,borderline,53.91,0.153,-0.35,0.015,-0.75,0.03,53.85,52.81,0.136,0.234,Fail,Fail,0,0,-1.04,0.098
S460,10,3,B10,Op_A,good,59.51,0.106,-0.35,0.015,-0.75,0.03,59.84,57.57,0.101,0.159,Pass,Pass,0,0,-2.27,0.058
S461,10,3,B10,Op_A,failed,50.71,0.191,-0.35,0.015,-0.75,0.03,50.63,50.27,0.193,0.246,Fail,Fail,0,0,-0.36,0.053
S462,10,3,B10,Op_A,failed,51.18,0.169,-0.35,0.015,-0.75,0.03,51.44,49.92,0.17,0.222,Fail,Fail,0,0,-1.52,0.052
S463,10,3,B10,Op_A,borderline,54.37,0.139,-0.35,0.015,-0.75,0.03,54.35,53.63,0.165,0.189,Pass,Fail,0,1,-0.72,0.024
S464,10,3,B10,Op_A,borderline,55.59,0.115,-0.35,0.015,-0.75,0.03,56.28,55.93,0.122,0.149,Pass,Pass,0,0,-0.35,0.027
S465,10,3,B10,Op_C,failed,47.35,0.221,-0.35,0.015,-0.75,0.03,47.9,46.41,0.219,0.258,Fail,Fail,0,0,-1.49,0.039
S466,10,3,B10,Op_C,borderline,57.44,0.092,-0.35,0.015,-0.75,0.03,56.98,55.74,0.081,0.105,Pass,Pass,0,0,-1.24,0.024
S467,10,3,B10,Op_A,good,58.19,0.08,-0.35,0.015,-0.75,0.03,58.37,56.87,0.084,0.059,Pass,Pass,0,0,-1.5,-0.025
S468,10,3,B10,Op_B,borderline,54.9,0.155,-0.35,0.015,-0.75,0.03,54.61,53.29,0.141,0.233,Pass,Fail,0,1,-1.32,0.092
S469,10,4,B10,Op_A,borderline,53.56,0.108,0.1,0.02,-0.75,0.03,53.63,53.19,0.111,0.163,Fail,Fail,0,0,-0.44,0.052
S470,10,4,B10,Op_C,good,60.47,0.169,0.1,0.02,-0.75,0.03,60.49,59.3,0.176,0.219,Pass,Pass,0,0,-1.19,0.043
S471,10,4,B10,Op_C,borderline,54.78,0.142,0.1,0.02,-0.75,0.03,54.41,53.82,0.139,0.204,Pass,Fail,0,1,-0.59,0.065
S472,10,4,B10,Op_B,failed,49.52,0.189,0.1,0.02,-0.75,0.03,49.89,48.04,0.18,0.214,Fail,Fail,0,0,-1.85,0.034
S473,10,4,B10,Op_C,failed,52.11,0.135,0.1,0.02,-0.75,0.03,52.18,51.37,0.102,0.155,Fail,Fail,0,0,-0.81,0.053
S474,10,4,B10,Op_A,good,59.25,0.096,0.1,0.02,-0.75,0.03,59.15,58.71,0.113,0.137,Pass,Pass,0,0,-0.44,0.024
S475,10,4,B10,Op_B,good,60.32,0.085,0.1,0.02,-0.75,0.03,60.17,57.92,0.091,0.176,Pass,Pass,0,0,-2.25,0.085
S476,10,4,B10,Op_A,failed,49.12,0.165,0.1,0.02,-0.75,0.03,49.17,48.64,0.171,0.18,Fail,Fail,0,0,-0.53,0.009
S477,10,4,B10,Op_A,failed,50.45,0.191,0.1,0.02,-0.75,0.03,50.59,49.77,0.168,0.162,Fail,Fail,0,0,-0.82,-0.006
S478,10,4,B10,Op_B,good,62.51,0.068,0.1,0.02,-0.75,0.03,62.47,61.36,0.089,0.102,Pass,Pass,0,0,-1.11,0.013
S479,10,4,B10,Op_A,failed,51.94,0.191,0.1,0.02,-0.75,0.03,50.95,52.61,0.184,0.275,Fail,Fail,0,0,1.66,0.091
S480,10,4,B10,Op_C,failed,50.96,0.248,0.1,0.02,-0.75,0.03,50.97,50.93,0.244,0.246,Fail,Fail,0,0,-0.04,0.002
